State,Market,Commodity,Date,Min_Price,Max_Price,Modal_Price,City,Retail_Price,Distance_km,Transport_rate_per_km,Transport_cost_per_kg,Price_Spread,Profit_per_kg,Profit_per_ton,Profit_per_truck,Opportunity_Score
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,55,35,1.925,66.0,64.075,64075.0,320375.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,128,23,2.944,66.0,63.056,63056.0,315280.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,91,25,2.275,66.0,63.725,63725.0,318625.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,1063,30,31.89,66.0,34.11,34110.0,170550.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,1250,34,42.5,66.0,23.5,23500.0,117500.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,1491,27,40.257,66.0,25.743000000000002,25743.000000000004,128715.00000000001,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,637,37,23.569,66.0,42.431,42431.0,212155.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,1289,39,50.271,66.0,15.729,15729.0,78645.0,100.0
Gujarat,Lasalgaon,Garlic,2024-03-10,18,36,27.0,Bangalore,93,349,36,12.564,66.0,53.436,53436.0,267180.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,407,28,11.396,70.5,59.104,59104.0,295520.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,509,19,9.671,70.5,60.829,60829.0,304145.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,23,32,0.736,70.5,69.764,69764.0,348820.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,55,35,1.925,70.5,68.575,68575.0,342875.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,128,23,2.944,70.5,67.556,67556.0,337780.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,91,25,2.275,70.5,68.225,68225.0,341125.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,1063,30,31.89,70.5,38.61,38610.0,193050.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,1250,34,42.5,70.5,28.0,28000.0,140000.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,1491,27,40.257,70.5,30.243000000000002,30243.000000000004,151215.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,637,37,23.569,70.5,46.931,46931.0,234655.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,1289,39,50.271,70.5,20.229,20229.0,101145.0,100.0
Gujarat,Lasalgaon,Onion,2024-01-26,19,48,33.5,Bangalore,104,349,36,12.564,70.5,57.936,57936.0,289680.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,407,28,11.396,48.0,36.604,36604.0,183020.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,509,19,9.671,48.0,38.329,38329.0,191645.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,23,32,0.736,48.0,47.264,47264.0,236320.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,55,35,1.925,48.0,46.075,46075.0,230375.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,128,23,2.944,48.0,45.056,45056.0,225280.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,91,25,2.275,48.0,45.725,45725.0,228625.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,1063,30,31.89,48.0,16.11,16110.0,80550.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,1250,34,42.5,48.0,5.5,5500.0,27500.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,1491,27,40.257,48.0,7.743000000000002,7743.000000000002,38715.00000000001,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,637,37,23.569,48.0,24.431,24431.0,122155.0,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,1289,39,50.271,48.0,-2.271000000000001,-2271.000000000001,-11355.000000000004,100.0
Delhi,Lasalgaon,Tomato,2024-01-07,24,52,38.0,Bangalore,86,349,36,12.564,48.0,35.436,35436.0,177180.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,407,28,11.396,3.0,-8.396,-8396.0,-41980.00000000001,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,509,19,9.671,3.0,-6.670999999999999,-6670.999999999999,-33355.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,23,32,0.736,3.0,2.2640000000000002,2264.0000000000005,11320.000000000002,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,55,35,1.925,3.0,1.075,1075.0,5375.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,128,23,2.944,3.0,0.05600000000000005,56.00000000000005,280.0000000000002,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,91,25,2.275,3.0,0.7250000000000001,725.0000000000001,3625.0000000000005,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,1063,30,31.89,3.0,-28.89,-28890.0,-144450.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,1250,34,42.5,3.0,-39.5,-39500.0,-197500.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,1491,27,40.257,3.0,-37.257,-37257.0,-186285.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,637,37,23.569,3.0,-20.569,-20569.0,-102845.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,1289,39,50.271,3.0,-47.271,-47271.0,-236355.0,100.0
UP,Lasalgaon,Cabbage,2024-02-28,25,57,41.0,Bangalore,44,349,36,12.564,3.0,-9.564,-9564.0,-47820.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,407,28,11.396,25.0,13.604,13604.0,68020.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,509,19,9.671,25.0,15.329,15329.0,76645.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,23,32,0.736,25.0,24.264,24264.0,121320.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,55,35,1.925,25.0,23.075,23075.0,115375.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,128,23,2.944,25.0,22.056,22056.0,110280.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,91,25,2.275,25.0,22.725,22725.0,113625.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,1063,30,31.89,25.0,-6.890000000000001,-6890.000000000001,-34450.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,1250,34,42.5,25.0,-17.5,-17500.0,-87500.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,1491,27,40.257,25.0,-15.256999999999998,-15256.999999999998,-76284.99999999999,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,637,37,23.569,25.0,1.431000000000001,1431.000000000001,7155.000000000005,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,1289,39,50.271,25.0,-25.271,-25271.0,-126355.0,100.0
Rajasthan,Lasalgaon,Cabbage,2024-02-06,8,50,29.0,Bangalore,54,349,36,12.564,25.0,12.436,12436.0,62180.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,407,28,11.396,71.5,60.104,60104.0,300520.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,509,19,9.671,71.5,61.829,61829.0,309145.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,23,32,0.736,71.5,70.764,70764.0,353820.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,55,35,1.925,71.5,69.575,69575.0,347875.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,128,23,2.944,71.5,68.556,68556.0,342780.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,91,25,2.275,71.5,69.225,69225.0,346125.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,1063,30,31.89,71.5,39.61,39610.0,198050.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,1250,34,42.5,71.5,29.0,29000.0,145000.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,1491,27,40.257,71.5,31.243000000000002,31243.000000000004,156215.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,637,37,23.569,71.5,47.931,47931.0,239655.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,1289,39,50.271,71.5,21.229,21229.0,106145.0,100.0
UP,Lasalgaon,Ginger,2024-02-24,10,43,26.5,Bangalore,98,349,36,12.564,71.5,58.936,58936.0,294680.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,407,28,11.396,12.5,1.1039999999999992,1103.999999999999,5519.999999999996,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,509,19,9.671,12.5,2.8290000000000006,2829.0000000000005,14145.000000000004,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,23,32,0.736,12.5,11.764,11764.0,58820.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,55,35,1.925,12.5,10.575,10575.0,52875.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,128,23,2.944,12.5,9.556000000000001,9556.000000000002,47780.00000000001,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,91,25,2.275,12.5,10.225,10225.0,51125.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,1063,30,31.89,12.5,-19.39,-19390.0,-96950.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,1250,34,42.5,12.5,-30.0,-30000.0,-150000.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,1491,27,40.257,12.5,-27.756999999999998,-27756.999999999996,-138785.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,637,37,23.569,12.5,-11.068999999999999,-11068.999999999998,-55344.99999999999,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,1289,39,50.271,12.5,-37.771,-37771.0,-188855.0,100.0
Maharashtra,Lasalgaon,Chilli,2024-02-06,23,58,40.5,Bangalore,53,349,36,12.564,12.5,-0.06400000000000006,-64.00000000000006,-320.0000000000003,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,407,28,11.396,73.5,62.104,62104.0,310520.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,509,19,9.671,73.5,63.829,63829.0,319145.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,23,32,0.736,73.5,72.764,72764.0,363820.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,55,35,1.925,73.5,71.575,71575.0,357875.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,128,23,2.944,73.5,70.556,70556.0,352780.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,91,25,2.275,73.5,71.225,71225.0,356125.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,1063,30,31.89,73.5,41.61,41610.0,208050.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,1250,34,42.5,73.5,31.0,31000.0,155000.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,1491,27,40.257,73.5,33.243,33243.0,166215.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,637,37,23.569,73.5,49.931,49931.0,249655.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,1289,39,50.271,73.5,23.229,23229.0,116145.0,100.0
Delhi,Lasalgaon,Garlic,2024-02-04,13,74,43.5,Bangalore,117,349,36,12.564,73.5,60.936,60936.0,304680.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,407,28,11.396,49.5,38.104,38104.0,190520.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,509,19,9.671,49.5,39.829,39829.0,199145.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,23,32,0.736,49.5,48.764,48764.0,243820.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,55,35,1.925,49.5,47.575,47575.0,237875.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,128,23,2.944,49.5,46.556,46556.0,232780.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,91,25,2.275,49.5,47.225,47225.0,236125.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,1063,30,31.89,49.5,17.61,17610.0,88050.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,1250,34,42.5,49.5,7.0,7000.0,35000.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,1491,27,40.257,49.5,9.243000000000002,9243.000000000002,46215.00000000001,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,637,37,23.569,49.5,25.931,25931.0,129655.0,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,1289,39,50.271,49.5,-0.7710000000000008,-771.0000000000008,-3855.000000000004,100.0
Rajasthan,Lasalgaon,Onion,2024-01-14,27,78,52.5,Bangalore,102,349,36,12.564,49.5,36.936,36936.0,184680.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,407,28,11.396,26.0,14.604,14604.0,73020.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,509,19,9.671,26.0,16.329,16329.0,81645.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,23,32,0.736,26.0,25.264,25264.0,126320.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,55,35,1.925,26.0,24.075,24075.0,120375.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,128,23,2.944,26.0,23.056,23056.0,115280.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,91,25,2.275,26.0,23.725,23725.0,118625.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,1063,30,31.89,26.0,-5.890000000000001,-5890.000000000001,-29450.000000000004,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,1250,34,42.5,26.0,-16.5,-16500.0,-82500.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,1491,27,40.257,26.0,-14.256999999999998,-14256.999999999998,-71284.99999999999,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,637,37,23.569,26.0,2.431000000000001,2431.000000000001,12155.000000000005,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,1289,39,50.271,26.0,-24.271,-24271.0,-121355.0,100.0
Delhi,Lasalgaon,Chilli,2024-02-29,6,72,39.0,Bangalore,65,349,36,12.564,26.0,13.436,13436.0,67180.0,100.0
Rajasthan,Lasalgaon,Tomato,2024-01-29,8,75,41.5,Bangalore,26,407,28,11.396,-15.5,-26.896,-26896.0,-134480.0,100.0
Rajasthan,Lasalgaon,Tomato,2024-01-29,8,75,41.5,Bangalore,26,509,19,9.671,-15.5,-25.171,-25171.0,-125855.0,100.0
Rajasthan,Lasalgaon,Tomato,2024-01-29,8,75,41.5,Bangalore,26,23,32,0.736,-15.5,-16.236,-16236.0,-81180.0,100.0
Rajasthan,Lasalgaon,Tomato,2024-01-29,8,75,41.5,Bangalore,26,55,35,1.925,-15.5,-17.425,-17425.0,-87125.0,100.0
Rajasthan,Lasalgaon,Tomato,2024-01-29,8,75,41.5,Bangalore,26,128,23,2.944,-15.5,-18.444,-18444.0,-92220.0,100.0
